2.317999999999999972e+01,2.727199999999999847e+01,4.260000000000000000e+02,7.212500000000000000e+02
2.300000000000000000e+01,2.719999999999999929e+01,0.000000000000000000e+00,6.815000000000000000e+02
2.269999999999999929e+01,2.750000000000000000e+01,0.000000000000000000e+00,6.670000000000000000e+02
2.250000000000000000e+01,2.750000000000000000e+01,0.000000000000000000e+00,6.400000000000000000e+02
2.228999999999999915e+01,2.735666666666670110e+01,0.000000000000000000e+00,6.163333333333330302e+02
2.219999999999999929e+01,2.728999999999999915e+01,0.000000000000000000e+00,5.943333333333330302e+02
2.210000000000000142e+01,2.719999999999999929e+01,0.000000000000000000e+00,5.800000000000000000e+02
2.200000000000000000e+01,2.710000000000000142e+01,0.000000000000000000e+00,5.570000000000000000e+02
2.178999999999999915e+01,2.710000000000000142e+01,0.000000000000000000e+00,5.380000000000000000e+02
2.169999999999999929e+01,2.700000000000000000e+01,0.000000000000000000e+00,5.250000000000000000e+02
2.169999999999999929e+01,2.678999999999999915e+01,0.000000000000000000e+00,5.255000000000000000e+02
2.164999999999999858e+01,2.655000000000000071e+01,0.000000000000000000e+00,5.110000000000000000e+02
2.150000000000000000e+01,2.619999999999999929e+01,0.000000000000000000e+00,5.020000000000000000e+02
2.150000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.930000000000000000e+02
2.150000000000000000e+01,2.583999999999999986e+01,0.000000000000000000e+00,4.900000000000000000e+02
2.144500000000000028e+01,2.574500000000000099e+01,0.000000000000000000e+00,4.872500000000000000e+02
2.139000000000000057e+01,2.569999999999999929e+01,0.000000000000000000e+00,4.816666666666670267e+02
2.133999999999999986e+01,2.569999999999999929e+01,0.000000000000000000e+00,4.800000000000000000e+02
2.128999999999999915e+01,2.569999999999999929e+01,0.000000000000000000e+00,4.753333333333329733e+02
2.126000000000000156e+01,2.566666666666669983e+01,0.000000000000000000e+00,4.673333333333329733e+02
2.119999999999999929e+01,2.560000000000000142e+01,0.000000000000000000e+00,4.675000000000000000e+02
2.119999999999999929e+01,2.539000000000000057e+01,0.000000000000000000e+00,4.730000000000000000e+02
