8.303570000000000118e-01,2.227400000000000000e+07
8.258929999999999882e-01,5.126800000000000000e+07
8.303570000000000118e-01,8.307600000000000000e+07
8.258929999999999882e-01,3.424960000000000000e+07
7.500000000000000000e-01,3.577840000000000000e+07
6.250000000000000000e-01,2.442328000000000000e+08
6.517859999999999765e-01,8.842960000000000000e+07
6.160710000000000353e-01,1.082732000000000000e+08
6.049109999999999765e-01,7.290640000000000000e+07
6.160710000000000353e-01,4.308640000000000000e+07
5.937500000000000000e-01,5.264000000000000000e+07
5.937500000000000000e-01,4.990720000000000000e+07
5.446429999999999882e-01,9.862160000000000000e+07
5.580359999999999765e-01,4.635120000000000000e+07
5.758929999999999882e-01,4.895800000000000000e+07
6.294640000000000235e-01,6.032320000000000000e+07
5.937500000000000000e-01,2.939720000000000000e+07
6.071429999999999882e-01,2.574880000000000000e+07
5.892859999999999765e-01,2.579920000000000000e+07
5.892859999999999765e-01,1.765400000000000000e+07
5.803570000000000118e-01,1.774920000000000000e+07
5.892859999999999765e-01,4.818800000000000000e+07
6.160710000000000353e-01,7.925960000000000000e+07
5.892859999999999765e-01,2.814000000000000000e+07
6.517859999999999765e-01,2.425612000000000000e+08
6.741070000000000118e-01,1.372140000000000000e+08
6.830359999999999765e-01,4.845680000000000000e+07
6.517859999999999765e-01,1.989120000000000000e+07
6.629460000000000353e-01,2.155440000000000000e+07
6.428570000000000118e-01,2.228800000000000000e+07
6.383929999999999882e-01,1.873480000000000000e+07
6.316960000000000353e-01,1.293880000000000000e+07
6.071429999999999882e-01,2.549680000000000000e+07
5.892859999999999765e-01,2.855440000000000000e+07
6.272320000000000118e-01,4.124400000000000000e+07
6.339289999999999647e-01,2.475200000000000000e+07
6.160710000000000353e-01,2.120720000000000000e+07
6.026789999999999647e-01,1.675800000000000000e+07
5.937500000000000000e-01,2.779560000000000000e+07
5.959820000000000118e-01,1.631000000000000000e+07
5.982140000000000235e-01,1.321880000000000000e+07
5.825890000000000235e-01,2.635080000000000000e+07
5.535710000000000353e-01,3.350200000000000000e+07
5.625000000000000000e-01,3.025680000000000000e+07
5.468750000000000000e-01,2.778720000000000000e+07
5.245539999999999647e-01,3.948840000000000000e+07
4.665179999999999882e-01,6.249040000000000000e+07
4.910709999999999797e-01,2.392320000000000000e+07
5.424109999999999765e-01,1.837360000000000000e+08
5.870539999999999647e-01,1.115632000000000000e+08
5.770089999999999941e-01,8.872920000000000000e+07
5.647320000000000118e-01,3.337320000000000000e+07
5.892859999999999765e-01,1.781080000000000000e+07
6.852679999999999882e-01,1.204784000000000000e+08
9.397320000000000118e-01,1.047620000000000000e+09
8.772320000000000118e-01,3.877496000000000000e+08
8.214289999999999647e-01,1.086120000000000000e+08
8.727679999999999882e-01,7.229040000000000000e+07
8.437500000000000000e-01,5.690720000000000000e+07
8.102679999999999882e-01,4.765880000000000000e+07
7.991070000000000118e-01,4.651080000000000000e+07
7.924109999999999765e-01,3.417680000000000000e+07
8.191960000000000353e-01,6.851600000000000000e+07
7.678570000000000118e-01,2.422840000000000000e+07
7.968750000000000000e-01,4.229120000000000000e+07
7.767859999999999765e-01,5.013400000000000000e+07
7.611609999999999765e-01,5.208000000000000000e+07
7.689730000000000176e-01,3.261720000000000000e+07
7.834820000000000118e-01,2.332400000000000000e+07
7.767859999999999765e-01,4.683280000000000000e+07
8.102679999999999882e-01,4.145400000000000000e+07
7.187500000000000000e-01,1.096676000000000000e+08
6.629460000000000353e-01,3.779440000000000000e+07
5.982140000000000235e-01,8.233960000000000000e+07
5.892859999999999765e-01,4.723880000000000000e+07
6.406250000000000000e-01,4.214840000000000000e+07
7.053570000000000118e-01,1.989036000000000000e+08
6.294640000000000235e-01,5.201560000000000000e+07
6.607140000000000235e-01,5.125680000000000000e+07
6.607140000000000235e-01,3.204320000000000000e+07
6.205359999999999765e-01,5.135760000000000000e+07
6.339289999999999647e-01,2.180920000000000000e+07
5.580359999999999765e-01,4.991000000000000000e+07
5.446429999999999882e-01,6.076280000000000000e+07
5.044640000000000235e-01,4.014080000000000000e+07
4.977679999999999882e-01,6.632360000000000000e+07
4.754459999999999797e-01,3.986920000000000000e+07
4.754459999999999797e-01,2.696960000000000000e+07
4.687500000000000000e-01,1.015896000000000000e+08
6.763390000000000235e-01,4.531184000000000000e+08
6.495539999999999647e-01,2.216368000000000000e+08
7.053570000000000118e-01,1.473164000000000000e+08
6.808039999999999647e-01,6.039040000000000000e+07
6.964289999999999647e-01,5.829040000000000000e+07
6.852679999999999882e-01,3.778040000000000000e+07
6.316960000000000353e-01,1.591856000000000000e+08
6.540179999999999882e-01,5.956720000000000000e+07
6.941960000000000353e-01,1.055040000000000000e+08
6.964289999999999647e-01,5.199880000000000000e+07
7.299109999999999765e-01,9.991520000000000000e+07
7.611609999999999765e-01,1.141476000000000000e+08
8.437500000000000000e-01,1.299004000000000000e+08
8.727679999999999882e-01,2.044560000000000000e+08
8.125000000000000000e-01,1.437324000000000000e+08
9.642859999999999765e-01,1.860908000000000000e+08
9.408480000000000176e-01,1.025640000000000000e+08
9.419640000000000235e-01,5.386920000000000000e+07
9.698660000000000059e-01,9.684360000000000000e+07
9.799109999999999765e-01,6.267520000000000000e+07
9.754460000000000353e-01,4.857720000000000000e+07
9.107140000000000235e-01,7.317520000000000000e+07
9.441960000000000353e-01,7.207480000000000000e+07
1.022321000000000035e+00,4.594884000000000000e+08
1.035714000000000024e+00,8.700720000000000000e+07
9.977679999999999882e-01,5.388600000000000000e+07
9.642859999999999765e-01,4.738440000000000000e+07
1.037946000000000035e+00,1.427860000000000000e+08
1.078125000000000000e+00,1.382248000000000000e+08
1.075892999999999988e+00,6.445320000000000000e+07
1.055803999999999965e+00,6.814640000000000000e+07
1.055803999999999965e+00,4.754400000000000000e+07
9.531250000000000000e-01,7.794360000000000000e+07
9.508929999999999882e-01,5.418000000000000000e+07
9.397320000000000118e-01,3.628520000000000000e+07
9.732140000000000235e-01,3.165680000000000000e+07
9.933039999999999647e-01,4.502960000000000000e+07
1.000000000000000000e+00,3.242120000000000000e+07
9.665179999999999882e-01,3.438960000000000000e+07
1.008928999999999965e+00,6.844880000000000000e+07
1.024553999999999965e+00,4.154640000000000000e+07
1.035714000000000024e+00,7.452760000000000000e+07
1.162946000000000035e+00,2.332036000000000000e+08
1.212053999999999965e+00,1.788472000000000000e+08
1.339285999999999976e+00,6.403376000000000000e+08
1.272321000000000035e+00,8.237600000000000000e+07
1.238839000000000024e+00,6.782160000000000000e+07
1.254464000000000024e+00,1.119300000000000000e+08
1.254464000000000024e+00,7.544040000000000000e+07
1.316964000000000024e+00,1.096536000000000000e+08
1.392857000000000012e+00,4.398688000000000000e+08
1.446428999999999965e+00,1.126944000000000000e+08
1.464285999999999976e+00,1.214976000000000000e+08
1.470982000000000012e+00,1.525440000000000000e+08
1.339285999999999976e+00,2.785608000000000000e+08
1.218750000000000000e+00,2.172688000000000000e+08
1.254464000000000024e+00,9.431800000000000000e+07
1.361607000000000012e+00,1.317204000000000000e+08
1.363839000000000024e+00,1.084132000000000000e+08
1.312500000000000000e+00,7.626920000000000000e+07
1.368303999999999965e+00,7.197960000000000000e+07
1.395089000000000024e+00,1.013544000000000000e+08
1.274553999999999965e+00,9.255400000000000000e+07
1.162946000000000035e+00,9.996560000000000000e+07
1.254464000000000024e+00,1.670592000000000000e+08
1.334821000000000035e+00,5.700044000000000000e+08
1.339285999999999976e+00,1.189440000000000000e+08
1.312500000000000000e+00,7.934360000000000000e+07
1.258928999999999965e+00,1.345484000000000000e+08
1.325892999999999988e+00,7.941080000000000000e+07
1.381696000000000035e+00,1.569708000000000000e+08
1.308035999999999976e+00,1.651972000000000000e+08
1.214285999999999976e+00,1.487752000000000000e+08
1.243303999999999965e+00,5.268200000000000000e+07
1.261160999999999976e+00,9.980600000000000000e+07
1.254464000000000024e+00,7.595000000000000000e+07
1.218750000000000000e+00,2.164344000000000000e+08
1.169642999999999988e+00,1.803424000000000000e+08
1.142857000000000012e+00,1.482292000000000000e+08
1.160714000000000024e+00,1.253616000000000000e+08
1.194196000000000035e+00,8.265320000000000000e+07
1.357142999999999988e+00,2.877000000000000000e+08
1.459821000000000035e+00,1.813280000000000000e+08
1.462053999999999965e+00,6.792240000000000000e+07
1.491071000000000035e+00,3.371424000000000000e+08
1.638392999999999988e+00,1.402436000000000000e+08
1.477678999999999965e+00,4.309648000000000000e+08
1.448660999999999976e+00,1.945300000000000000e+08
1.406250000000000000e+00,9.633400000000000000e+07
1.459821000000000035e+00,8.407000000000000000e+07
1.399553999999999965e+00,7.679000000000000000e+07
1.296875000000000000e+00,1.943004000000000000e+08
1.368303999999999965e+00,1.409072000000000000e+08
1.368303999999999965e+00,7.505680000000000000e+07
